Record Length,2.50E+03,-0.00372,0,0.008
Sample Interval,2.00E-06,-0.003718,0.002,0.012
Trigger Point,1.86E+03,-0.003716,0.004,0.008
,,-0.003714,0.006,0.008
,,-0.003712,0.008,0.024
,,-0.00371,0.01,0.024
Source,CH1,-0.003708,0.012,0.024
Vertical Units,V,-0.003706,0.014,0.02
Vertical Scale,1.00E-01,-0.003704,0.016,0.016
Vertical Offset,0.00E+00,-0.003702,0.018,0.024
Horizontal Units,s,-0.0037,0.02,0.036
Horizontal Scale,5.00E-04,-0.003698,0.022,0.04
Pt Fmt,Y,-0.003696,0.024,0.032
Yzero,0.00E+00,-0.003694,0.026,0.036
Probe Atten,1.00E+00,-0.003692,0.028,0.036
Model Number,TDS2012C,-0.00369,0.03,0.036
Serial Number,C012428,-0.003688,0.032,0.04
Firmware Version,FV:v24.09,-0.003686,0.034,0.036
,,-0.003684,0.036,0.04
,,-0.003682,0.038,0.04
,,-0.00368,0.04,0.044
,,-0.003678,0.042,0.04
,,-0.003676,0.044,0.04
,,-0.003674,0.046,0.044
,,-0.003672,0.048,0.04
,,-0.00367,0.05,0.052
,,-0.003668,0.052,0.044
,,-0.003666,0.054,0.044
,,-0.003664,0.056,0.052
,,-0.003662,0.058,0.04
,,-0.00366,0.06,0.032
,,-0.003658,0.062,0.04
,,-0.003656,0.064,0.044
,,-0.003654,0.066,0.036
,,-0.003652,0.068,0.036
,,-0.00365,0.07,0.036
,,-0.003648,0.072,0.032
,,-0.003646,0.074,0.032
,,-0.003644,0.076,0.028
,,-0.003642,0.078,0.032
,,-0.00364,0.08,0.032
,,-0.003638,0.082,0.024
,,-0.003636,0.084,0.016
,,-0.003634,0.086,0.02
,,-0.003632,0.088,0.016
,,-0.00363,0.09,0.02
,,-0.003628,0.092,0.012
,,-0.003626,0.094,0.008
,,-0.003624,0.096,0.004
,,-0.003622,0.098,0.004
,,-0.00362,0.1,0.004
,,-0.003618,0.102,0
,,-0.003616,0.104,0.004
,,-0.003614,0.106,0.008
,,-0.003612,0.108,-0.016
,,-0.00361,0.11,-0.02
,,-0.003608,0.112,-0.02
,,-0.003606,0.114,-0.02
,,-0.003604,0.116,-0.024
,,-0.003602,0.118,-0.016
,,-0.0036,0.12,-0.032
,,-0.003598,0.122,-0.044
,,-0.003596,0.124,-0.036
,,-0.003594,0.126,-0.044
,,-0.003592,0.128,-0.036
,,-0.00359,0.13,-0.048
,,-0.003588,0.132,-0.052
,,-0.003586,0.134,-0.056
,,-0.003584,0.136,-0.064
,,-0.003582,0.138,-0.064
,,-0.00358,0.14,-0.06
,,-0.003578,0.142,-0.064
,,-0.003576,0.144,-0.064
,,-0.003574,0.146,-0.072
,,-0.003572,0.148,-0.08
,,-0.00357,0.15,-0.08
,,-0.003568,0.152,-0.08
,,-0.003566,0.154,-0.076
,,-0.003564,0.156,-0.08
,,-0.003562,0.158,-0.088
,,-0.00356,0.16,-0.088
,,-0.003558,0.162,-0.088
,,-0.003556,0.164,-0.088
,,-0.003554,0.166,-0.088
,,-0.003552,0.168,-0.088
,,-0.00355,0.17,-0.096
,,-0.003548,0.172,-0.1
,,-0.003546,0.174,-0.096
,,-0.003544,0.176,-0.096
,,-0.003542,0.178,-0.092
,,-0.00354,0.18,-0.1
,,-0.003538,0.182,-0.1
,,-0.003536,0.184,-0.096
,,-0.003534,0.186,-0.1
,,-0.003532,0.188,-0.096
,,-0.00353,0.19,-0.092
,,-0.003528,0.192,-0.092
,,-0.003526,0.194,-0.096
,,-0.003524,0.196,-0.096
,,-0.003522,0.198,-0.092
,,-0.00352,0.2,-0.096
,,-0.003518,0.202,-0.096
,,-0.003516,0.204,-0.096
,,-0.003514,0.206,-0.092
,,-0.003512,0.208,-0.088
,,-0.00351,0.21,-0.084
,,-0.003508,0.212,-0.08
,,-0.003506,0.214,-0.08
,,-0.003504,0.216,-0.08
,,-0.003502,0.218,-0.072
,,-0.0035,0.22,-0.064
,,-0.003498,0.222,-0.064
,,-0.003496,0.224,-0.064
,,-0.003494,0.226,-0.06
,,-0.003492,0.228,-0.064
,,-0.00349,0.23,-0.068
,,-0.003488,0.232,-0.052
,,-0.003486,0.234,-0.044
,,-0.003484,0.236,-0.044
,,-0.003482,0.238,-0.044
,,-0.00348,0.24,-0.044
,,-0.003478,0.242,-0.044
,,-0.003476,0.244,-0.04
,,-0.003474,0.246,-0.02
,,-0.003472,0.248,-0.024
,,-0.00347,0.25,-0.02
,,-0.003468,0.252,-0.028
,,-0.003466,0.254,-0.02
,,-0.003464,0.256,-0.02
,,-0.003462,0.258,0
,,-0.00346,0.26,0.004
,,-0.003458,0.262,0.004
,,-0.003456,0.264,0.004
,,-0.003454,0.266,0.004
,,-0.003452,0.268,0.004
,,-0.00345,0.27,0.02
,,-0.003448,0.272,0.032
,,-0.003446,0.274,0.028
,,-0.003444,0.276,0.032
