Record Length,2.500000e+03,,  -0.000900000000,   0.56000,
Sample Interval,4.000000e-07,,  -0.000899600000,   0.64000,
Trigger Point,2.250000000000e+03,,  -0.000899200000,   0.58000,
,,,  -0.000898800000,   0.58000,
,,,  -0.000898400000,   0.56000,
,,,  -0.000898000000,   0.52000,
Source,CH1,,  -0.000897600000,   0.48000,
Vertical Units,V,,  -0.000897200000,   0.46000,
Vertical Scale,5.000000e-01,,  -0.000896800000,   0.40000,
Vertical Offset,6.000000e-02,,  -0.000896400000,   0.42000,
Horizontal Units,s,,  -0.000896000000,   0.38000,
Horizontal Scale,1.000000e-04,,  -0.000895600000,   0.44000,
Pt Fmt,Y,,  -0.000895200000,   0.40000,
Yzero,0.000000e+00,,  -0.000894800000,   0.40000,
Probe Atten,1.000000e+01,,  -0.000894400000,   0.38000,
Model Number,TDS2012C,,  -0.000894000000,   0.34000,
Serial Number,C023723,,  -0.000893600000,   0.42000,
Firmware Version,FV:v24.18,,  -0.000893200000,   0.44000,
,,,-00.000892800000,   0.44000,
,,,-00.000892400000,   0.42000,
,,,-00.000892000000,   0.44000,
,,,-00.000891600000,   0.32000,
,,,-00.000891200000,   0.40000,
,,,-00.000890800000,   0.40000,
,,,-00.000890400000,   0.38000,
,,,-00.000890000000,   0.36000,
,,,-00.000889600000,   0.42000,
,,,-00.000889200000,   0.44000,
,,,-00.000888800000,   0.38000,
,,,-00.000888400000,   0.38000,
,,,-00.000888000000,   0.46000,
,,,-00.000887600000,   0.46000,
,,,-00.000887200000,   0.46000,
,,,-00.000886800000,   0.40000,
,,,-00.000886400000,   0.40000,
,,,-00.000886000000,   0.34000,
,,,-00.000885600000,   0.34000,
,,,-00.000885200000,   0.32000,
,,,-00.000884800000,   0.30000,
,,,-00.000884400000,   0.24000,
,,,-00.000884000000,   0.22000,
,,,-00.000883600000,   0.22000,
,,,-00.000883200000,   0.26000,
,,,-00.000882800000,   0.24000,
,,,-00.000882400000,   0.22000,
,,,-00.000882000000,   0.24000,
,,,-00.000881600000,   0.26000,
,,,-00.000881200000,   0.20000,
,,,-00.000880800000,   0.22000,
,,,-00.000880400000,   0.26000,
,,,-00.000880000000,   0.22000,
,,,-00.000879600000,   0.22000,
,,,-00.000879200000,   0.16000,
,,,-00.000878800000,   0.20000,
,,,-00.000878400000,   0.18000,
,,,-00.000878000000,   0.28000,
,,,-00.000877600000,   0.22000,
,,,-00.000877200000,   0.20000,
,,,-00.000876800000,   0.20000,
,,,-00.000876400000,   0.20000,
,,,-00.000876000000,   0.18000,
,,,-00.000875600000,   0.20000,
,,,-00.000875200000,   0.18000,
,,,-00.000874800000,   0.20000,
,,,-00.000874400000,   0.18000,
,,,-00.000874000000,   0.20000,
,,,-00.000873600000,   0.20000,
,,,-00.000873200000,   0.18000,
,,,-00.000872800000,   0.06000,
,,,-00.000872400000,   0.04000,
,,,-00.000872000000,   0.04000,
,,,-00.000871600000,   0.08000,
,,,-00.000871200000,   0.02000,
,,,-00.000870800000,   0.02000,
,,,-00.000870400000,   0.00000,
,,,-00.000870000000,   0.00000,
,,,-00.000869600000,   0.00000,
,,,-00.000869200000,   0.04000,
,,,-00.000868800000,   0.04000,
,,,-00.000868400000,   0.02000,
,,,-00.000868000000,   0.00000,
,,,-00.000867600000,   0.00000,
,,,-00.000867200000,   0.02000,
,,,-00.000866800000,   0.00000,
,,,-00.000866400000,   0.00000,
,,,-00.000866000000,   0.00000,
,,,-00.000865600000,   0.00000,
,,,-00.000865200000,  -0.04000,
,,,-00.000864800000,   0.00000,
,,,-00.000864400000,  -0.02000,
,,,-00.000864000000,  -0.04000,
,,,-00.000863600000,  -0.06000,
,,,-00.000863200000,   0.02000,
,,,-00.000862800000,   0.00000,
,,,-00.000862400000,   0.02000,
,,,-00.000862000000,  -0.04000,
,,,-00.000861600000,   0.02000,
,,,-00.000861200000,  -0.04000,
,,,-00.000860800000,  -0.08000,
,,,-00.000860400000,  -0.18000,
,,,-00.000860000000,  -0.20000,
,,,-00.000859600000,  -0.22000,
,,,-00.000859200000,  -0.22000,
,,,-00.000858800000,  -0.24000,
,,,-00.000858400000,  -0.20000,
,,,-00.000858000000,  -0.22000,
,,,-00.000857600000,  -0.20000,
,,,-00.000857200000,  -0.18000,
,,,-00.000856800000,  -0.24000,
,,,-00.000856400000,  -0.26000,
,,,-00.000856000000,  -0.22000,
,,,-00.000855600000,  -0.18000,
,,,-00.000855200000,  -0.22000,
,,,-00.000854800000,  -0.26000,
,,,-00.000854400000,  -0.22000,
,,,-00.000854000000,  -0.24000,
,,,-00.000853600000,  -0.22000,
,,,-00.000853200000,  -0.22000,
,,,-00.000852800000,  -0.20000,
,,,-00.000852400000,  -0.20000,
,,,-00.000852000000,  -0.24000,
,,,-00.000851600000,  -0.20000,
,,,-00.000851200000,  -0.20000,
,,,-00.000850800000,  -0.24000,
,,,-00.000850400000,  -0.24000,
,,,-00.000850000000,  -0.22000,
,,,-00.000849600000,  -0.24000,
,,,-00.000849200000,  -0.24000,
,,,-00.000848800000,  -0.24000,
,,,-00.000848400000,  -0.32000,
,,,-00.000848000000,  -0.34000,
,,,-00.000847600000,  -0.36000,
,,,-00.000847200000,  -0.36000,
,,,-00.000846800000,  -0.36000,
,,,-00.000846400000,  -0.38000,
,,,-00.000846000000,  -0.40000,
,,,-00.000845600000,  -0.40000,
,,,-00.000845200000,  -0.42000,
,,,-00.000844800000,  -0.44000,
,,,-00.000844400000,  -0.40000,
,,,-00.000844000000,  -0.42000,
,,,-00.000843600000,  -0.42000,
,,,-00.000843200000,  -0.38000,
,,,-00.000842800000,  -0.38000,
,,,-00.000842400000,  -0.38000,
,,,-00.000842000000,  -0.40000,
,,,-00.000841600000,  -0.40000,
,,,-00.000841200000,  -0.44000,
,,,-00.000840800000,  -0.36000,
,,,-00.000840400000,  -0.46000,
,,,-00.000840000000,  -0.38000,
,,,-00.000839600000,  -0.40000,
,,,-00.000839200000,  -0.38000,
,,,-00.000838800000,  -0.46000,
,,,-00.000838400000,  -0.40000,
,,,-00.000838000000,  -0.40000,
,,,-00.000837600000,  -0.40000,
,,,-00.000837200000,  -0.46000,
,,,-00.000836800000,  -0.40000,
,,,-00.000836400000,  -0.40000,
,,,-00.000836000000,  -0.44000,
,,,-00.000835600000,  -0.50000,
,,,-00.000835200000,  -0.52000,
,,,-00.000834800000,  -0.56000,
,,,-00.000834400000,  -0.58000,
,,,-00.000834000000,  -0.58000,
,,,-00.000833600000,  -0.58000,
,,,-00.000833200000,  -0.62000,
,,,-00.000832800000,  -0.64000,
,,,-00.000832400000,  -0.58000,
,,,-00.000832000000,  -0.58000,
,,,-00.000831600000,  -0.60000,
,,,-00.000831200000,  -0.58000,
,,,-00.000830800000,  -0.58000,
,,,-00.000830400000,  -0.58000,
,,,-00.000830000000,  -0.62000,
,,,-00.000829600000,  -0.58000,
,,,-00.000829200000,  -0.60000,
,,,-00.000828800000,  -0.60000,
,,,-00.000828400000,  -0.60000,
,,,-00.000828000000,  -0.58000,
,,,-00.000827600000,  -0.56000,
,,,-00.000827200000,  -0.60000,
,,,-00.000826800000,  -0.58000,
,,,-00.000826400000,  -0.58000,
,,,-00.000826000000,  -0.56000,
,,,-00.000825600000,  -0.62000,
,,,-00.000825200000,  -0.60000,
,,,-00.000824800000,  -0.58000,
,,,-00.000824400000,  -0.60000,
,,,-00.000824000000,  -0.60000,
,,,-00.000823600000,  -0.60000,
,,,-00.000823200000,  -0.60000,
,,,-00.000822800000,  -0.66000,
,,,-00.000822400000,  -0.68000,
,,,-00.000822000000,  -0.68000,
,,,-00.000821600000,  -0.72000,
,,,-00.000821200000,  -0.68000,
,,,-00.000820800000,  -0.72000,
,,,-00.000820400000,  -0.68000,
,,,-00.000820000000,  -0.76000,
,,,-00.000819600000,  -0.72000,
,,,-00.000819200000,  -0.72000,
,,,-00.000818800000,  -0.70000,
,,,-00.000818400000,  -0.72000,
,,,-00.000818000000,  -0.72000,
,,,-00.000817600000,  -0.72000,
,,,-00.000817200000,  -0.68000,
,,,-00.000816800000,  -0.70000,
,,,-00.000816400000,  -0.68000,
,,,-00.000816000000,  -0.68000,
,,,-00.000815600000,  -0.66000,
,,,-00.000815200000,  -0.74000,
,,,-00.000814800000,  -0.70000,
,,,-00.000814400000,  -0.70000,
,,,-00.000814000000,  -0.72000,
,,,-00.000813600000,  -0.68000,
,,,-00.000813200000,  -0.68000,
,,,-00.000812800000,  -0.64000,
,,,-00.000812400000,  -0.70000,
,,,-00.000812000000,  -0.68000,
,,,-00.000811600000,  -0.66000,
,,,-00.000811200000,  -0.70000,
,,,-00.000810800000,  -0.72000,
,,,-00.000810400000,  -0.74000,
,,,-00.000810000000,  -0.76000,
,,,-00.000809600000,  -0.76000,
,,,-00.000809200000,  -0.80000,
,,,-00.000808800000,  -0.78000,
,,,-00.000808400000,  -0.80000,
,,,-00.000808000000,  -0.76000,
,,,-00.000807600000,  -0.80000,
,,,-00.000807200000,  -0.80000,
,,,-00.000806800000,  -0.78000,
,,,-00.000806400000,  -0.78000,
,,,-00.000806000000,  -0.78000,
,,,-00.000805600000,  -0.80000,
,,,-00.000805200000,  -0.80000,
,,,-00.000804800000,  -0.78000,
,,,-00.000804400000,  -0.80000,
,,,-00.000804000000,  -0.82000,
,,,-00.000803600000,  -0.84000,
,,,-00.000803200000,  -0.80000,
,,,-00.000802800000,  -0.84000,
,,,-00.000802400000,  -0.84000,
,,,-00.000802000000,  -0.82000,
,,,-00.000801600000,  -0.78000,
,,,-00.000801200000,  -0.80000,
,,,-00.000800800000,  -0.78000,
,,,-00.000800400000,  -0.80000,
,,,-00.000800000000,  -0.76000,
,,,-00.000799600000,  -0.80000,
,,,-00.000799200000,  -0.82000,
,,,-00.000798800000,  -0.80000,
,,,-00.000798400000,  -0.80000,
,,,-00.000798000000,  -0.74000,
,,,-00.000797600000,  -0.72000,
,,,-00.000797200000,  -0.70000,
,,,-00.000796800000,  -0.68000,
,,,-00.000796400000,  -0.70000,
,,,-00.000796000000,  -0.70000,
,,,-00.000795600000,  -0.66000,
,,,-00.000795200000,  -0.68000,
,,,-00.000794800000,  -0.70000,
,,,-00.000794400000,  -0.68000,
,,,-00.000794000000,  -0.68000,
,,,-00.000793600000,  -0.68000,
,,,-00.000793200000,  -0.72000,
,,,-00.000792800000,  -0.68000,
,,,-00.000792400000,  -0.66000,
,,,-00.000792000000,  -0.68000,
,,,-00.000791600000,  -0.68000,
,,,-00.000791200000,  -0.68000,
,,,-00.000790800000,  -0.70000,
,,,-00.000790400000,  -0.68000,
,,,-00.000790000000,  -0.70000,
,,,-00.000789600000,  -0.72000,
,,,-00.000789200000,  -0.68000,
,,,-00.000788800000,  -0.72000,
,,,-00.000788400000,  -0.70000,
,,,-00.000788000000,  -0.72000,
,,,-00.000787600000,  -0.74000,
,,,-00.000787200000,  -0.70000,
,,,-00.000786800000,  -0.68000,
,,,-00.000786400000,  -0.70000,
,,,-00.000786000000,  -0.64000,
,,,-00.000785600000,  -0.62000,
,,,-00.000785200000,  -0.64000,
,,,-00.000784800000,  -0.62000,
,,,-00.000784400000,  -0.62000,
,,,-00.000784000000,  -0.62000,
,,,-00.000783600000,  -0.60000,
,,,-00.000783200000,  -0.62000,
,,,-00.000782800000,  -0.64000,
,,,-00.000782400000,  -0.60000,
,,,-00.000782000000,  -0.60000,
,,,-00.000781600000,  -0.56000,
,,,-00.000781200000,  -0.60000,
