,,-0.04772,2.28,-2.4,,
,,-0.04768,2.32,-2.4,,
,,-0.04764,2.36,-2.4,,
,,-0.0476,2.4,-2.2,,
,,-0.04756,2.44,-2.4,,
,,-0.04752,2.48,-2.2,,
,,-0.04748,2.52,-2.4,,
,,-0.04744,2.56,-2.2,,
,,-0.0474,2.6,-2.2,,
,,-0.04736,2.64,-2.2,,
,,-0.04732,2.68,-2.2,,
,,-0.04728,2.72,-2.2,,
,,-0.04724,2.76,-2.2,,
,,-0.0472,2.8,-2.2,,
,,-0.04716,2.84,-2,,
,,-0.04712,2.88,-2,,
,,-0.04708,2.92,-2.2,,
,,-0.04704,2.96,-2.2,,
,,-0.047,3,-2,,
,,-0.04696,3.04,-2,,
,,-0.04692,3.08,-2,,
,,-0.04688,3.12,-2,,
,,-0.04684,3.16,-1.8,,
,,-0.0468,3.2,-2,,
,,-0.04676,3.24,-1.8,,
,,-0.04672,3.28,-1.8,,
,,-0.04668,3.32,-1.8,,
,,-0.04664,3.36,-1.8,,
,,-0.0466,3.4,-1.6,,
,,-0.04656,3.44,-1.6,,
,,-0.04652,3.48,-1.8,,
,,-0.04648,3.52,-1.8,,
,,-0.04644,3.56,-1.6,,
,,-0.0464,3.6,-1.6,,
,,-0.04636,3.64,-1.8,,
,,-0.04632,3.68,-1.6,,
,,-0.04628,3.72,-1.6,,
,,-0.04624,3.76,-1.6,,
,,-0.0462,3.8,-1.6,,
,,-0.04616,3.84,-1.4,,
,,-0.04612,3.88,-1.4,,
,,-0.04608,3.92,-1.6,,
,,-0.04604,3.96,-1.6,,
,,-0.046,4,-1.4,,
,,-0.04596,4.04,-1.4,,
,,-0.04592,4.08,-1.4,,
,,-0.04588,4.12,-1.6,,
,,-0.04584,4.16,-1.4,,
,,-0.0458,4.2,-1.4,,
,,-0.04576,4.24,-1.4,,
,,-0.04572,4.28,-1.4,,
,,-0.04568,4.32,-1.4,,
,,-0.04564,4.36,-1.4,,
,,-0.0456,4.4,-1.4,,
,,-0.04556,4.44,-1.2,,
,,-0.04552,4.48,-1.4,,
,,-0.04548,4.52,-1.4,,
,,-0.04544,4.56,-1.2,,
,,-0.0454,4.6,-1.2,,
,,-0.04536,4.64,-1.4,,
,,-0.04532,4.68,-1.4,,
,,-0.04528,4.72,-1.2,,
,,-0.04524,4.76,-1.2,,
,,-0.0452,4.8,-1.2,,
,,-0.04516,4.84,-1,,
,,-0.04512,4.88,-1.2,,
,,-0.04508,4.92,-1.2,,
,,-0.04504,4.96,-1.2,,
,,-0.045,5,-0.8,,
,,-0.04496,5.04,-0.8,,
,,-0.04492,5.08,-1,,
,,-0.04488,5.12,-1,,
,,-0.04484,5.16,-0.8,,
,,-0.0448,5.2,-1,,
,,-0.04476,5.24,-1,,
,,-0.04472,5.28,-0.8,,
,,-0.04468,5.32,-1,,
,,-0.04464,5.36,-0.8,,
,,-0.0446,5.4,-1,,
,,-0.04456,5.44,-1,,
,,-0.04452,5.48,-0.8,,
,,-0.04448,5.52,-1,,
,,-0.04444,5.56,-0.8,,
,,-0.0444,5.6,-0.8,,
,,-0.04436,5.64,-0.8,,
,,-0.04432,5.68,-0.8,,
,,-0.04428,5.72,-0.8,,
,,-0.04424,5.76,-0.8,,
,,-0.0442,5.8,-0.6,,
,,-0.04416,5.84,-0.8,,
,,-0.04412,5.88,-0.6,,
,,-0.04408,5.92,-0.6,,
,,-0.04404,5.96,-0.6,,
,,-0.044,6,-0.8,,
,,-0.04396,6.04,-0.6,,
,,-0.04392,6.08,-0.8,,
,,-0.04388,6.12,-0.6,,
,,-0.04384,6.16,-0.6,,
,,-0.0438,6.2,-0.6,,
,,-0.04376,6.24,-0.6,,
,,-0.04372,6.28,-0.6,,
,,-0.04368,6.32,-0.4,,
,,-0.04364,6.36,-0.4,,
,,-0.0436,6.4,-0.6,,
,,-0.04356,6.44,-0.4,,
,,-0.04352,6.48,-0.6,,
,,-0.04348,6.52,-0.4,,
,,-0.04344,6.56,-0.4,,
,,-0.0434,6.6,-0.6,,
,,-0.04336,6.64,-0.4,,
,,-0.04332,6.68,-0.4,,
,,-0.04328,6.72,-0.2,,
,,-0.04324,6.76,-0.4,,
,,-0.0432,6.8,-0.4,,
,,-0.04316,6.84,-0.4,,
,,-0.04312,6.88,-0.4,,
,,-0.04308,6.92,-0.4,,
,,-0.04304,6.96,-0.2,,
,,-0.043,7,-0.2,,
,,-0.04296,7.04,-0.4,,
,,-0.04292,7.08,-0.2,,
,,-0.04288,7.12,-0.2,,
,,-0.04284,7.16,-0.2,,
,,-0.0428,7.2,-0.2,,
,,-0.04276,7.24,-0.2,,
,,-0.04272,7.28,-0.4,,
,,-0.04268,7.32,-0.2,,
,,-0.04264,7.36,-0.2,,
,,-0.0426,7.4,-0.2,,
,,-0.04256,7.44,-0.2,,
,,-0.04252,7.48,-0.2,,
,,-0.04248,7.52,-0.2,,
,,-0.04244,7.56,0,,
,,-0.0424,7.6,-0.2,,
,,-0.04236,7.64,0,,
,,-0.04232,7.68,0,,
,,-0.04228,7.72,0,,
,,-0.04224,7.76,0.2,,
,,-0.0422,7.8,0,,
,,-0.04216,7.84,-0.2,,
,,-0.04212,7.88,0,,
,,-0.04208,7.92,0,,
,,-0.04204,7.96,0.2,,
,,-0.042,8,0,,
,,-0.04196,8.04,0.2,,
,,-0.04192,8.08,0.2,,
,,-0.04188,8.12,0,,
,,-0.04184,8.16,0,,
,,-0.0418,8.2,0.2,,
,,-0.04176,8.24,0,,
,,-0.04172,8.28,0.2,,
,,-0.04168,8.32,0.2,,
,,-0.04164,8.36,0,,
,,-0.0416,8.4,0.2,,
,,-0.04156,8.44,0,,
,,-0.04152,8.48,0,,
,,-0.04148,8.52,0.2,,
,,-0.04144,8.56,0,,
,,-0.0414,8.6,0.2,,
,,-0.04136,8.64,0.4,,
,,-0.04132,8.68,0,,
,,-0.04128,8.72,0.4,,
,,-0.04124,8.76,0.2,,
,,-0.0412,8.8,0.4,,
,,-0.04116,8.84,0.2,,
,,-0.04112,8.88,0.2,,
,,-0.04108,8.92,0.4,,
,,-0.04104,8.96,0.2,,
,,-0.041,9,0.4,,
,,-0.04096,9.04,0,,
,,-0.04092,9.08,0.4,,
,,-0.04088,9.12,0.4,,
,,-0.04084,9.16,0.4,,
,,-0.0408,9.2,0.4,,
,,-0.04076,9.24,0.4,,
,,-0.04072,9.28,0.4,,
,,-0.04068,9.32,0.6,,
,,-0.04064,9.36,0.4,,
,,-0.0406,9.4,0.6,,
,,-0.04056,9.44,0.4,,
,,-0.04052,9.48,0.4,,
,,-0.04048,9.52,0.4,,
,,-0.04044,9.56,0.4,,
,,-0.0404,9.6,0.4,,
,,-0.04036,9.64,0.6,,
,,-0.04032,9.68,0.6,,
,,-0.04028,9.72,0.4,,
,,-0.04024,9.76,0.4,,
,,-0.0402,9.8,0.4,,
,,-0.04016,9.84,0.8,,
,,-0.04012,9.88,0.8,,
,,-0.04008,9.92,1,,
,,-0.04004,9.96,1.6,,
,,-0.04,10,2.2,,
,,-0.03996,10.04,2.6,,
,,-0.03992,10.08,3,,
,,-0.03988,10.12,3.4,,
,,-0.03984,10.16,4,,
,,-0.0398,10.2,4.4,,
,,-0.03976,10.24,5,,
,,-0.03972,10.28,5.2,,
,,-0.03968,10.32,5.8,,
,,-0.03964,10.36,6,,
,,-0.0396,10.4,6.4,,
,,-0.03956,10.44,6.8,,
,,-0.03952,10.48,7,,
,,-0.03948,10.52,7.2,,
,,-0.03944,10.56,7.6,,
,,-0.0394,10.6,7.8,,
,,-0.03936,10.64,8,,
,,-0.03932,10.68,8.4,,
,,-0.03928,10.72,8.6,,
,,-0.03924,10.76,9,,
,,-0.0392,10.8,9,,
,,-0.03916,10.84,9.2,,
,,-0.03912,10.88,9.4,,
,,-0.03908,10.92,9.6,,
,,-0.03904,10.96,9.6,,
,,-0.039,11,9.8,,
,,-0.03896,11.04,10,,
,,-0.03892,11.08,10.2,,
,,-0.03888,11.12,10.2,,
,,-0.03884,11.16,10.4,,
,,-0.0388,11.2,10.6,,
,,-0.03876,11.24,10.8,,
,,-0.03872,11.28,10.6,,
,,-0.03868,11.32,11,,
,,-0.03864,11.36,11,,
,,-0.0386,11.4,11,,
,,-0.03856,11.44,11.2,,
,,-0.03852,11.48,11.2,,
,,-0.03848,11.52,11.2,,
,,-0.03844,11.56,11.4,,
,,-0.0384,11.6,11.2,,
,,-0.03836,11.64,11.4,,
,,-0.03832,11.68,11.4,,
,,-0.03828,11.72,11.4,,
,,-0.03824,11.76,11.4,,
,,-0.0382,11.8,11.6,,
,,-0.03816,11.84,11.4,,
,,-0.03812,11.88,11.6,,
,,-0.03808,11.92,11.6,,
,,-0.03804,11.96,11.6,,
,,-0.038,12,11.6,a,4.267401518
,,-0.03796,12.04,11.6,,
,,-0.03792,12.08,11.8,,
,,-0.03788,12.12,11.6,,
,,-0.03784,12.16,11.8,,
,,-0.0378,12.2,11.6,,
,,-0.03776,12.24,12,,
,,-0.03772,12.28,11.8,,
,,-0.03768,12.32,11.8,,
,,-0.03764,12.36,11.8,,
,,-0.0376,12.4,11.8,,
,,-0.03756,12.44,11.6,,
,,-0.03752,12.48,11.6,,
,,-0.03748,12.52,11.8,,
,,-0.03744,12.56,11.6,,
,,-0.0374,12.6,11.8,,
,,-0.03736,12.64,11.6,,
,,-0.03732,12.68,11.6,,
,,-0.03728,12.72,11.4,,
,,-0.03724,12.76,11.4,,
,,-0.0372,12.8,11.8,,
,,-0.03716,12.84,11.6,,
,,-0.03712,12.88,11.4,,
,,-0.03708,12.92,11.4,,
,,-0.03704,12.96,11.4,,
,,-0.037,13,11.4,,
,,-0.03696,13.04,11.2,,
,,-0.03692,13.08,11.4,,
,,-0.03688,13.12,11.4,,
,,-0.03684,13.16,11.4,,
,,-0.0368,13.2,11.2,,
,,-0.03676,13.24,11.4,,
,,-0.03672,13.28,11,,
,,-0.03668,13.32,11.2,,
,,-0.03664,13.36,11.2,,
,,-0.0366,13.4,11,,
,,-0.03656,13.44,10.8,,
,,-0.03652,13.48,11,,
,,-0.03648,13.52,10.8,,
,,-0.03644,13.56,11,,
,,-0.0364,13.6,11,,
,,-0.03636,13.64,11,,
,,-0.03632,13.68,10.8,,
,,-0.03628,13.72,10.6,,
,,-0.03624,13.76,10.6,,
,,-0.0362,13.8,10.6,,
,,-0.03616,13.84,10.6,,
,,-0.03612,13.88,10.4,,
,,-0.03608,13.92,10.4,,
,,-0.03604,13.96,10.4,,
,,-0.036,14,10.4,,
,,-0.03596,14.04,10.2,,
,,-0.03592,14.08,10.2,,
,,-0.03588,14.12,10.4,,
,,-0.03584,14.16,10.2,,
,,-0.0358,14.2,10,,
,,-0.03576,14.24,10,,
,,-0.03572,14.28,10,,
,,-0.03568,14.32,10.2,,
,,-0.03564,14.36,10,,
,,-0.0356,14.4,10,,
,,-0.03556,14.44,9.8,,
,,-0.03552,14.48,9.8,,
,,-0.03548,14.52,9.8,,
,,-0.03544,14.56,9.8,,
,,-0.0354,14.6,9.8,,
,,-0.03536,14.64,9.6,,
,,-0.03532,14.68,9.6,,
,,-0.03528,14.72,9.4,,
,,-0.03524,14.76,9.4,,
,,-0.0352,14.8,9.6,,
,,-0.03516,14.84,9.6,,
,,-0.03512,14.88,9.4,,
,,-0.03508,14.92,9.6,,
,,-0.03504,14.96,9.6,,
,,-0.035,15,9.4,,
,,-0.03496,15.04,9.4,,
,,-0.03492,15.08,9.2,,
,,-0.03488,15.12,9.2,,
,,-0.03484,15.16,9.2,,
,,-0.0348,15.2,9,,
,,-0.03476,15.24,9.2,,
,,-0.03472,15.28,9,,
,,-0.03468,15.32,9,,
,,-0.03464,15.36,8.8,,
,,-0.0346,15.4,8.8,,
,,-0.03456,15.44,8.8,,
,,-0.03452,15.48,8.8,,
,,-0.03448,15.52,8.8,,
,,-0.03444,15.56,8.6,,
,,-0.0344,15.6,8.6,,
,,-0.03436,15.64,8.6,,
,,-0.03432,15.68,8.4,,
,,-0.03428,15.72,8.4,,
,,-0.03424,15.76,8.6,,
,,-0.0342,15.8,8.4,,
,,-0.03416,15.84,8.2,,
,,-0.03412,15.88,8.2,,
,,-0.03408,15.92,8.4,,
,,-0.03404,15.96,8.2,,
,,-0.034,16,8.2,,
,,-0.03396,16.04,8,,
,,-0.03392,16.08,8,,
,,-0.03388,16.12,8,,
,,-0.03384,16.16,7.8,,
,,-0.0338,16.2,7.8,,
,,-0.03376,16.24,8.2,,
,,-0.03372,16.28,7.8,,
,,-0.03368,16.32,7.8,,
,,-0.03364,16.36,7.6,,
,,-0.0336,16.4,7.6,,
,,-0.03356,16.44,7.8,,
,,-0.03352,16.48,7.6,,
,,-0.03348,16.52,7.6,,
,,-0.03344,16.56,7.6,,
,,-0.0334,16.6,7.4,,
,,-0.03336,16.64,7.4,,
,,-0.03332,16.68,7.4,,
,,-0.03328,16.72,7.4,,
,,-0.03324,16.76,7.4,,
,,-0.0332,16.8,7.4,,
,,-0.03316,16.84,7.2,,
,,-0.03312,16.88,7.4,,
,,-0.03308,16.92,7.2,,
,,-0.03304,16.96,7,,
,,-0.033,17,7.4,,
,,-0.03296,17.04,7.2,,
,,-0.03292,17.08,7.2,,
,,-0.03288,17.12,6.8,,
,,-0.03284,17.16,7,,
,,-0.0328,17.2,6.8,,
,,-0.03276,17.24,7,,
,,-0.03272,17.28,6.8,,
,,-0.03268,17.32,6.8,,
,,-0.03264,17.36,6.8,,
,,-0.0326,17.4,6.8,,
,,-0.03256,17.44,6.6,,
,,-0.03252,17.48,6.6,,
,,-0.03248,17.52,6.8,,
,,-0.03244,17.56,6.4,,
,,-0.0324,17.6,6.4,,
,,-0.03236,17.64,6.6,,
,,-0.03232,17.68,6.6,,
,,-0.03228,17.72,6.4,,
,,-0.03224,17.76,6.2,,
,,-0.0322,17.8,6.2,,
,,-0.03216,17.84,6.2,,
,,-0.03212,17.88,6,,
,,-0.03208,17.92,6,,
,,-0.03204,17.96,6,,
,,-0.032,18,6.2,,
,,-0.03196,18.04,6,,
,,-0.03192,18.08,5.8,,
,,-0.03188,18.12,6.2,,
,,-0.03184,18.16,6,,
,,-0.0318,18.2,6,,
,,-0.03176,18.24,6,,
,,-0.03172,18.28,6,,
,,-0.03168,18.32,6,,
,,-0.03164,18.36,5.8,,
,,-0.0316,18.4,5.8,,
,,-0.03156,18.44,5.6,,
,,-0.03152,18.48,5.6,,
,,-0.03148,18.52,5.8,,
,,-0.03144,18.56,5.6,,
,,-0.0314,18.6,5.6,,
,,-0.03136,18.64,5.4,,
,,-0.03132,18.68,5.6,,
,,-0.03128,18.72,5.4,,
,,-0.03124,18.76,5.4,,
,,-0.0312,18.8,5.2,,
,,-0.03116,18.84,5.4,,
,,-0.03112,18.88,5.2,,
,,-0.03108,18.92,5.2,,
,,-0.03104,18.96,5.2,,
,,-0.031,19,5.2,,
,,-0.03096,19.04,5.4,,
,,-0.03092,19.08,5.2,,
,,-0.03088,19.12,5,,
,,-0.03084,19.16,5,,
,,-0.0308,19.2,4.8,,
,,-0.03076,19.24,5,,
,,-0.03072,19.28,5,,
,,-0.03068,19.32,4.8,,
,,-0.03064,19.36,4.8,,
,,-0.0306,19.4,4.8,,
,,-0.03056,19.44,4.8,,
,,-0.03052,19.48,4.6,,
,,-0.03048,19.52,4.8,,
,,-0.03044,19.56,4.8,,
,,-0.0304,19.6,4.8,,
,,-0.03036,19.64,4.8,,
,,-0.03032,19.68,4.6,,
,,-0.03028,19.72,4.6,,
,,-0.03024,19.76,4.8,,
,,-0.0302,19.8,4.6,,
,,-0.03016,19.84,4.4,,
,,-0.03012,19.88,4.6,,
,,-0.03008,19.92,4.6,,
,,-0.03004,19.96,4.4,,
,,-0.03,20,4.4,,
,,-0.02996,20.04,4.4,,
,,-0.02992,20.08,4.2,,
,,-0.02988,20.12,4.2,,
,,-0.02984,20.16,4.2,,
,,-0.0298,20.2,4.4,,
,,-0.02976,20.24,4.2,,
,,-0.02972,20.28,4.2,b,8.28
,,-0.02968,20.32,4,,
,,-0.02964,20.36,4.2,,
,,-0.0296,20.4,4,,
,,-0.02956,20.44,4.2,,
,,-0.02952,20.48,4,,
,,-0.02948,20.52,4.2,,
,,-0.02944,20.56,4,,
,,-0.0294,20.6,4,,
,,-0.02936,20.64,3.8,,
,,-0.02932,20.68,3.8,,
,,-0.02928,20.72,3.8,,
,,-0.02924,20.76,3.8,,
,,-0.0292,20.8,4,,
,,-0.02916,20.84,3.8,,
,,-0.02912,20.88,3.8,,
,,-0.02908,20.92,3.8,,
,,-0.02904,20.96,3.8,,
,,-0.029,21,3.8,,
,,-0.02896,21.04,3.6,,
,,-0.02892,21.08,3.6,,
,,-0.02888,21.12,3.8,,
,,-0.02884,21.16,3.6,,
,,-0.0288,21.2,3.4,,
,,-0.02876,21.24,3.8,,
,,-0.02872,21.28,3.4,,
,,-0.02868,21.32,3.4,,
,,-0.02864,21.36,3.6,,
,,-0.0286,21.4,3.4,,
,,-0.02856,21.44,3.4,,
,,-0.02852,21.48,3.4,,
,,-0.02848,21.52,3.4,,
,,-0.02844,21.56,3.4,,
,,-0.0284,21.6,3.2,,
,,-0.02836,21.64,3.4,,
,,-0.02832,21.68,3.4,,
,,-0.02828,21.72,3.2,,
,,-0.02824,21.76,3.4,,
,,-0.0282,21.8,3.2,,
,,-0.02816,21.84,3.2,,
,,-0.02812,21.88,3.2,,
,,-0.02808,21.92,3.2,,
,,-0.02804,21.96,3,,
,,-0.028,22,3.2,,
,,-0.02796,22.04,3.2,,
,,-0.02792,22.08,3,,
,,-0.02788,22.12,3,,
,,-0.02784,22.16,3,,
,,-0.0278,22.2,2.8,,
,,-0.02776,22.24,3,,
,,-0.02772,22.28,3,,
,,-0.02768,22.32,3,,
,,-0.02764,22.36,2.8,,
,,-0.0276,22.4,2.8,,
,,-0.02756,22.44,3,,
,,-0.02752,22.48,2.8,,
,,-0.02748,22.52,2.8,,
,,-0.02744,22.56,2.8,,
,,-0.0274,22.6,2.6,,
,,-0.02736,22.64,2.8,,
,,-0.02732,22.68,2.6,,
,,-0.02728,22.72,2.8,,
,,-0.02724,22.76,2.6,,
,,-0.0272,22.8,2.6,,
,,-0.02716,22.84,2.4,,
,,-0.02712,22.88,2.4,,
,,-0.02708,22.92,2.6,,
,,-0.02704,22.96,2.6,,
,,-0.027,23,2.6,,
,,-0.02696,23.04,2.6,,
,,-0.02692,23.08,2.4,,
,,-0.02688,23.12,2.6,,
,,-0.02684,23.16,2.4,,
,,-0.0268,23.2,2.6,,
,,-0.02676,23.24,2.6,,
,,-0.02672,23.28,2.4,,
,,-0.02668,23.32,2.4,,
,,-0.02664,23.36,2.2,,
,,-0.0266,23.4,2.2,,
,,-0.02656,23.44,2.4,,
,,-0.02652,23.48,2.2,,
,,-0.02648,23.52,2.2,,
,,-0.02644,23.56,2.2,,
,,-0.0264,23.6,2.2,,
,,-0.02636,23.64,2.2,,
,,-0.02632,23.68,2.2,,
,,-0.02628,23.72,2.2,,
,,-0.02624,23.76,2.2,,
,,-0.0262,23.8,2,,
,,-0.02616,23.84,2,,
,,-0.02612,23.88,2,,
,,-0.02608,23.92,2.2,,
,,-0.02604,23.96,2,,
,,-0.026,24,2,,
,,-0.02596,24.04,2.2,,
,,-0.02592,24.08,2,,
,,-0.02588,24.12,1.8,,
,,-0.02584,24.16,2,,
,,-0.0258,24.2,1.8,,
,,-0.02576,24.24,2,,
,,-0.02572,24.28,1.8,,
,,-0.02568,24.32,1.8,,
,,-0.02564,24.36,1.8,,
,,-0.0256,24.4,1.8,,
,,-0.02556,24.44,1.8,,
,,-0.02552,24.48,1.8,,
,,-0.02548,24.52,1.8,,
,,-0.02544,24.56,1.8,,
,,-0.0254,24.6,1.8,,
,,-0.02536,24.64,1.6,,
,,-0.02532,24.68,1.8,,
,,-0.02528,24.72,1.6,,
,,-0.02524,24.76,1.6,,
,,-0.0252,24.8,1.8,,
,,-0.02516,24.84,1.4,,
,,-0.02512,24.88,1.6,,
,,-0.02508,24.92,1.6,,
,,-0.02504,24.96,1.6,,
,,-0.025,25,1.6,,
,,-0.02496,25.04,1.6,,
,,-0.02492,25.08,1.8,,
,,-0.02488,25.12,1.6,,
,,-0.02484,25.16,1.4,,
,,-0.0248,25.2,1.4,,
,,-0.02476,25.24,1.4,,
,,-0.02472,25.28,1.4,,
,,-0.02468,25.32,1.4,,
,,-0.02464,25.36,1.4,,
,,-0.0246,25.4,1.4,,
,,-0.02456,25.44,1.4,,
,,-0.02452,25.48,1.2,,
,,-0.02448,25.52,1.4,,
,,-0.02444,25.56,1.2,,
,,-0.0244,25.6,1.4,,
,,-0.02436,25.64,1.2,,
,,-0.02432,25.68,1.2,,
,,-0.02428,25.72,1.4,,
,,-0.02424,25.76,1.4,,
,,-0.0242,25.8,1.4,,
,,-0.02416,25.84,1.2,,
,,-0.02412,25.88,1.2,,
,,-0.02408,25.92,1.2,,
,,-0.02404,25.96,1.2,,
,,-0.024,26,1,,
,,-0.02396,26.04,1.2,,
,,-0.02392,26.08,1,,
,,-0.02388,26.12,1,,
,,-0.02384,26.16,1.2,,
,,-0.0238,26.2,1,,
,,-0.02376,26.24,1,,
,,-0.02372,26.28,1,,
,,-0.02368,26.32,1.2,,
,,-0.02364,26.36,1,,
,,-0.0236,26.4,0.8,,
,,-0.02356,26.44,1,,
,,-0.02352,26.48,0.8,,
,,-0.02348,26.52,1,,
,,-0.02344,26.56,0.8,,
,,-0.0234,26.6,1,,
,,-0.02336,26.64,1,,
,,-0.02332,26.68,0.8,,
,,-0.02328,26.72,0.8,,
,,-0.02324,26.76,0.8,,
,,-0.0232,26.8,0.8,,
,,-0.02316,26.84,0.8,,
,,-0.02312,26.88,1,,
,,-0.02308,26.92,0.8,,
,,-0.02304,26.96,0.8,,
,,-0.023,27,0.8,,
,,-0.02296,27.04,0.8,,
,,-0.02292,27.08,0.8,,
,,-0.02288,27.12,0.8,,
,,-0.02284,27.16,0.8,,
,,-0.0228,27.2,0.8,,
,,-0.02276,27.24,0.6,,
,,-0.02272,27.28,0.8,,
,,-0.02268,27.32,0.8,,
,,-0.02264,27.36,0.8,,
,,-0.0226,27.4,0.8,,
,,-0.02256,27.44,0.6,,
,,-0.02252,27.48,0.6,,
,,-0.02248,27.52,0.6,,
,,-0.02244,27.56,0.6,,
,,-0.0224,27.6,0.6,,
,,-0.02236,27.64,0.8,,
,,-0.02232,27.68,0.4,,
,,-0.02228,27.72,0.6,,
,,-0.02224,27.76,0.6,,
,,-0.0222,27.8,0.4,,
,,-0.02216,27.84,0.4,,
,,-0.02212,27.88,0.6,,
,,-0.02208,27.92,0.8,,
,,-0.02204,27.96,0.4,,
,,-0.022,28,0.4,,
,,-0.02196,28.04,0.4,,
,,-0.02192,28.08,0.4,,
,,-0.02188,28.12,0.4,,
,,-0.02184,28.16,0.4,,
,,-0.0218,28.2,0.4,,
,,-0.02176,28.24,0.4,,
,,-0.02172,28.28,0.4,,
,,-0.02168,28.32,0.4,,
,,-0.02164,28.36,0.6,,
,,-0.0216,28.4,0.4,,
,,-0.02156,28.44,0.4,,
,,-0.02152,28.48,0.4,,
,,-0.02148,28.52,0.2,,
,,-0.02144,28.56,0.4,,
,,-0.0214,28.6,0.2,,
,,-0.02136,28.64,0.4,,
,,-0.02132,28.68,0,,
,,-0.02128,28.72,0.4,,
,,-0.02124,28.76,0.2,,
,,-0.0212,28.8,0.4,,
,,-0.02116,28.84,0.4,,
,,-0.02112,28.88,0.2,,
,,-0.02108,28.92,0.2,,
,,-0.02104,28.96,0.2,,
,,-0.021,29,0.2,,
,,-0.02096,29.04,0.2,,
,,-0.02092,29.08,0.2,,
,,-0.02088,29.12,0.2,,
,,-0.02084,29.16,0,,
,,-0.0208,29.2,0.2,,
,,-0.02076,29.24,0,,
,,-0.02072,29.28,0,,
,,-0.02068,29.32,0.2,,
,,-0.02064,29.36,0,,
,,-0.0206,29.4,0.2,,
,,-0.02056,29.44,0.2,,
,,-0.02052,29.48,0.2,,
,,-0.02048,29.52,0.2,,
,,-0.02044,29.56,0,,
,,-0.0204,29.6,0,,
,,-0.02036,29.64,0,,
,,-0.02032,29.68,0,,
,,-0.02028,29.72,0,,
,,-0.02024,29.76,0,,
,,-0.0202,29.8,0,,
,,-0.02016,29.84,0,,
,,-0.02012,29.88,-0.2,,
,,-0.02008,29.92,-0.6,,
,,-0.02004,29.96,-1.2,,
,,-0.02,30,-1.4,,
,,-0.01996,30.04,-2,,
,,-0.01992,30.08,-2.8,,
,,-0.01988,30.12,-3,,
,,-0.01984,30.16,-3.4,,
,,-0.0198,30.2,-4,,
,,-0.01976,30.24,-4.2,,
,,-0.01972,30.28,-4.6,,
,,-0.01968,30.32,-5.2,,
,,-0.01964,30.36,-5.6,,
,,-0.0196,30.4,-6,,
,,-0.01956,30.44,-6.2,,
,,-0.01952,30.48,-6.4,,
,,-0.01948,30.52,-6.8,,
,,-0.01944,30.56,-7,,
,,-0.0194,30.6,-7.2,,
,,-0.01936,30.64,-7.6,,
,,-0.01932,30.68,-7.8,,
,,-0.01928,30.72,-8,,
,,-0.01924,30.76,-8.4,,
,,-0.0192,30.8,-8.4,,
,,-0.01916,30.84,-8.8,,
,,-0.01912,30.88,-8.8,,
,,-0.01908,30.92,-9,,
,,-0.01904,30.96,-9.2,,
,,-0.019,31,-9.6,,
,,-0.01896,31.04,-9.4,,
,,-0.01892,31.08,-9.6,,
