Record Length,2500,,-0.01263,1.6,-0.324,-0.072,,
Sample Interval,0.00001,,-0.01262,1.64,-0.324,-0.072,Factor,Offset
Trigger Point,1263,,-0.01261,1.56,-0.36,-0.08,4.5,0
,,,-0.0126,1.6,-0.36,-0.08,,
,,,-0.01259,1.6,-0.36,-0.08,,
,,,-0.01258,1.56,-0.36,-0.08,,
Source,CH1,,-0.01257,1.6,-0.36,-0.08,,
Vertical Units,V,,-0.01256,1.6,-0.396,-0.088,,
Vertical Scale,1,,-0.01255,1.56,-0.396,-0.088,,
Vertical Offset,-0.08,,-0.01254,1.6,-0.396,-0.088,,
Horizontal Units,s,,-0.01253,1.6,-0.432,-0.096,,
Horizontal Scale,0.0025,,-0.01252,1.6,-0.432,-0.096,,
Pt Fmt,Y,,-0.01251,1.6,-0.432,-0.096,,
Yzero,0,,-0.0125,1.56,-0.432,-0.096,,
Probe Atten,1,,-0.01249,1.56,-0.432,-0.096,,
Model Number,TDS2012B,,-0.01248,1.6,-0.432,-0.096,,
Serial Number,C101931,,-0.01247,1.6,-0.468,-0.104,,
Firmware Version,FV:v22.11,,-0.01246,1.56,-0.468,-0.104,,
,,,-0.01245,1.56,-0.468,-0.104,,
,,,-0.01244,1.56,-0.468,-0.104,,
,,,-0.01243,1.56,-0.504,-0.112,,
,,,-0.01242,1.56,-0.504,-0.112,,
,,,-0.01241,1.56,-0.54,-0.12,,
,,,-0.0124,1.56,-0.54,-0.12,,
,,,-0.01239,1.6,-0.54,-0.12,,
,,,-0.01238,1.56,-0.576,-0.128,,
,,,-0.01237,1.56,-0.54,-0.12,,
,,,-0.01236,1.56,-0.576,-0.128,,
,,,-0.01235,1.56,-0.576,-0.128,,
,,,-0.01234,1.56,-0.612,-0.136,,
,,,-0.01233,1.56,-0.612,-0.136,,
,,,-0.01232,1.56,-0.612,-0.136,,
,,,-0.01231,1.56,-0.612,-0.136,,
,,,-0.0123,1.52,-0.648,-0.144,,
,,,-0.01229,1.52,-0.612,-0.136,,
,,,-0.01228,1.56,-0.612,-0.136,,
,,,-0.01227,1.52,-0.648,-0.144,,
,,,-0.01226,1.56,-0.648,-0.144,,
,,,-0.01225,1.56,-0.648,-0.144,,
,,,-0.01224,1.56,-0.684,-0.152,,
,,,-0.01223,1.52,-0.684,-0.152,,
,,,-0.01222,1.52,-0.72,-0.16,,
,,,-0.01221,1.52,-0.72,-0.16,,
,,,-0.0122,1.52,-0.72,-0.16,,
,,,-0.01219,1.48,-0.72,-0.16,,
,,,-0.01218,1.48,-0.72,-0.16,,
,,,-0.01217,1.48,-0.756,-0.168,,
,,,-0.01216,1.48,-0.756,-0.168,,
,,,-0.01215,1.48,-0.756,-0.168,,
,,,-0.01214,1.48,-0.792,-0.176,,
,,,-0.01213,1.48,-0.792,-0.176,,
,,,-0.01212,1.48,-0.792,-0.176,,
,,,-0.01211,1.48,-0.792,-0.176,,
,,,-0.0121,1.44,-0.792,-0.176,,
,,,-0.01209,1.44,-0.828,-0.184,,
,,,-0.01208,1.48,-0.828,-0.184,,
,,,-0.01207,1.44,-0.828,-0.184,,
,,,-0.01206,1.44,-0.864,-0.192,,
,,,-0.01205,1.44,-0.864,-0.192,,
,,,-0.01204,1.44,-0.864,-0.192,,
,,,-0.01203,1.4,-0.9,-0.2,,
,,,-0.01202,1.4,-0.9,-0.2,,
,,,-0.01201,1.4,-0.9,-0.2,,
,,,-0.012,1.4,-0.9,-0.2,,
,,,-0.01199,1.4,-0.9,-0.2,,
,,,-0.01198,1.4,-0.936,-0.208,,
,,,-0.01197,1.4,-0.936,-0.208,,
,,,-0.01196,1.4,-0.972,-0.216,,
,,,-0.01195,1.4,-0.972,-0.216,,
,,,-0.01194,1.4,-0.972,-0.216,,
,,,-0.01193,1.36,-1.008,-0.224,,
,,,-0.01192,1.4,-1.008,-0.224,,
,,,-0.01191,1.36,-1.008,-0.224,,
,,,-0.0119,1.36,-1.044,-0.232,,
,,,-0.01189,1.36,-1.044,-0.232,,
,,,-0.01188,1.36,-1.044,-0.232,,
,,,-0.01187,1.32,-1.08,-0.24,,
,,,-0.01186,1.32,-1.08,-0.24,,
,,,-0.01185,1.32,-1.08,-0.24,,
,,,-0.01184,1.36,-1.08,-0.24,,
,,,-0.01183,1.36,-1.08,-0.24,,
,,,-0.01182,1.32,-1.08,-0.24,,
,,,-0.01181,1.32,-1.08,-0.24,,
,,,-0.0118,1.32,-1.08,-0.24,,
,,,-0.01179,1.28,-1.08,-0.24,,
,,,-0.01178,1.28,-1.044,-0.232,,
,,,-0.01177,1.28,-1.044,-0.232,,
,,,-0.01176,1.28,-1.044,-0.232,,
,,,-0.01175,1.28,-1.044,-0.232,,
,,,-0.01174,1.28,-1.044,-0.232,,
,,,-0.01173,1.24,-1.044,-0.232,,
,,,-0.01172,1.24,-1.044,-0.232,,
,,,-0.01171,1.28,-1.008,-0.224,,
,,,-0.0117,1.24,-1.008,-0.224,,
,,,-0.01169,1.28,-0.972,-0.216,,
,,,-0.01168,1.24,-0.972,-0.216,,
,,,-0.01167,1.2,-0.936,-0.208,,
,,,-0.01166,1.2,-0.936,-0.208,,
,,,-0.01165,1.2,-0.936,-0.208,,
,,,-0.01164,1.24,-0.936,-0.208,,
,,,-0.01163,1.2,-0.9,-0.2,,
,,,-0.01162,1.16,-0.9,-0.2,,
,,,-0.01161,1.16,-0.9,-0.2,,
,,,-0.0116,1.16,-0.864,-0.192,,
,,,-0.01159,1.16,-0.864,-0.192,,
,,,-0.01158,1.16,-0.864,-0.192,,
,,,-0.01157,1.16,-0.828,-0.184,,
,,,-0.01156,1.16,-0.828,-0.184,,
,,,-0.01155,1.16,-0.828,-0.184,,
,,,-0.01154,1.12,-0.828,-0.184,,
,,,-0.01153,1.12,-0.792,-0.176,,
,,,-0.01152,1.12,-0.792,-0.176,,
,,,-0.01151,1.08,-0.792,-0.176,,
,,,-0.0115,1.12,-0.792,-0.176,,
,,,-0.01149,1.12,-0.756,-0.168,,
,,,-0.01148,1.08,-0.756,-0.168,,
,,,-0.01147,1.04,-0.756,-0.168,,
,,,-0.01146,1.08,-0.72,-0.16,,
,,,-0.01145,1.04,-0.72,-0.16,,
,,,-0.01144,1.04,-0.72,-0.16,,
,,,-0.01143,1.04,-0.72,-0.16,,
,,,-0.01142,1,-0.72,-0.16,,
,,,-0.01141,1.04,-0.684,-0.152,,
,,,-0.0114,1,-0.684,-0.152,,
,,,-0.01139,1.04,-0.684,-0.152,,
,,,-0.01138,1,-0.648,-0.144,,
,,,-0.01137,1,-0.576,-0.128,,
,,,-0.01136,1,-0.612,-0.136,,
,,,-0.01135,0.96,-0.612,-0.136,,
,,,-0.01134,0.96,-0.612,-0.136,,
,,,-0.01133,0.96,-0.576,-0.128,,
,,,-0.01132,0.96,-0.576,-0.128,,
,,,-0.01131,0.96,-0.576,-0.128,,
,,,-0.0113,0.96,-0.576,-0.128,,
,,,-0.01129,0.92,-0.576,-0.128,,
,,,-0.01128,0.92,-0.54,-0.12,,
,,,-0.01127,0.92,-0.54,-0.12,,
,,,-0.01126,0.92,-0.504,-0.112,,
,,,-0.01125,0.92,-0.504,-0.112,,
,,,-0.01124,0.92,-0.504,-0.112,,
,,,-0.01123,0.88,-0.504,-0.112,,
,,,-0.01122,0.88,-0.504,-0.112,,
,,,-0.01121,0.88,-0.468,-0.104,,
,,,-0.0112,0.88,-0.468,-0.104,,
,,,-0.01119,0.84,-0.432,-0.096,,
,,,-0.01118,0.84,-0.432,-0.096,,
,,,-0.01117,0.84,-0.432,-0.096,,
,,,-0.01116,0.84,-0.432,-0.096,,
,,,-0.01115,0.8,-0.432,-0.096,,
,,,-0.01114,0.8,-0.432,-0.096,,
,,,-0.01113,0.8,-0.396,-0.088,,
,,,-0.01112,0.8,-0.396,-0.088,,
,,,-0.01111,0.76,-0.396,-0.088,,
,,,-0.0111,0.76,-0.396,-0.088,,
,,,-0.01109,0.76,-0.36,-0.08,,
,,,-0.01108,0.76,-0.36,-0.08,,
,,,-0.01107,0.76,-0.36,-0.08,,
,,,-0.01106,0.76,-0.324,-0.072,,
,,,-0.01105,0.72,-0.324,-0.072,,
,,,-0.01104,0.68,-0.324,-0.072,,
,,,-0.01103,0.68,-0.288,-0.064,,
,,,-0.01102,0.68,-0.288,-0.064,,
,,,-0.01101,0.68,-0.288,-0.064,,
,,,-0.011,0.64,-0.252,-0.056,,
,,,-0.01099,0.64,-0.252,-0.056,,
,,,-0.01098,0.68,-0.216,-0.048,,
,,,-0.01097,0.64,-0.252,-0.056,,
,,,-0.01096,0.64,-0.252,-0.056,,
,,,-0.01095,0.64,-0.216,-0.048,,
,,,-0.01094,0.6,-0.216,-0.048,,
