,,,-0.01093,0.6,-0.216,-0.048,,
,,,-0.01092,0.6,-0.216,-0.048,,
,,,-0.01091,0.6,-0.18,-0.04,,
,,,-0.0109,0.6,-0.18,-0.04,,
,,,-0.01089,0.56,-0.18,-0.04,,
,,,-0.01088,0.56,-0.144,-0.032,,
,,,-0.01087,0.56,-0.144,-0.032,,
,,,-0.01086,0.52,-0.144,-0.032,,
,,,-0.01085,0.56,-0.144,-0.032,,
,,,-0.01084,0.56,-0.108,-0.024,,
,,,-0.01083,0.52,-0.108,-0.024,,
,,,-0.01082,0.48,-0.072,-0.016,,
,,,-0.01081,0.48,-0.108,-0.024,,
,,,-0.0108,0.52,-0.108,-0.024,,
,,,-0.01079,0.48,-0.072,-0.016,,
,,,-0.01078,0.44,-0.072,-0.016,,
,,,-0.01077,0.44,-0.072,-0.016,,
,,,-0.01076,0.44,-0.072,-0.016,,
,,,-0.01075,0.44,-0.036,-0.008,,
,,,-0.01074,0.4,-0.072,-0.016,,
,,,-0.01073,0.4,-0.036,-0.008,,
,,,-0.01072,0.4,-0.036,-0.008,,
,,,-0.01071,0.4,-0.036,-0.008,,
,,,-0.0107,0.36,-0.036,-0.008,,
,,,-0.01069,0.36,-0.036,-0.008,,
,,,-0.01068,0.36,0,0,,
,,,-0.01067,0.36,0.036,0.008,,
,,,-0.01066,0.36,0,0,,
,,,-0.01065,0.32,0.036,0.008,,
,,,-0.01064,0.32,0.036,0.008,,
,,,-0.01063,0.32,0.036,0.008,,
,,,-0.01062,0.32,0.036,0.008,,
,,,-0.01061,0.28,0.072,0.016,,
,,,-0.0106,0.28,0.072,0.016,,
,,,-0.01059,0.28,0.072,0.016,,
,,,-0.01058,0.24,0.072,0.016,,
,,,-0.01057,0.28,0.108,0.024,,
,,,-0.01056,0.2,0.072,0.016,,
,,,-0.01055,0.2,0.072,0.016,,
,,,-0.01054,0.24,0.108,0.024,,
,,,-0.01053,0.2,0.144,0.032,,
,,,-0.01052,0.16,0.144,0.032,,
,,,-0.01051,0.2,0.144,0.032,,
,,,-0.0105,0.16,0.144,0.032,,
,,,-0.01049,0.16,0.144,0.032,,
,,,-0.01048,0.16,0.144,0.032,,
,,,-0.01047,0.16,0.144,0.032,,
,,,-0.01046,0.12,0.18,0.04,,
,,,-0.01045,0.12,0.18,0.04,,
,,,-0.01044,0.12,0.18,0.04,,
,,,-0.01043,0.12,0.18,0.04,,
,,,-0.01042,0.08,0.18,0.04,,
,,,-0.01041,0.08,0.216,0.048,,
,,,-0.0104,0.08,0.18,0.04,,
,,,-0.01039,0.04,0.216,0.048,,
,,,-0.01038,0.08,0.216,0.048,,
,,,-0.01037,0.04,0.216,0.048,,
,,,-0.01036,0.04,0.252,0.056,,
,,,-0.01035,0,0.252,0.056,,
,,,-0.01034,0,0.252,0.056,,
,,,-0.01033,0,0.252,0.056,,
,,,-0.01032,0,0.288,0.064,,
,,,-0.01031,0,0.252,0.056,,
,,,-0.0103,-0.04,0.252,0.056,,
,,,-0.01029,-0.04,0.252,0.056,,
,,,-0.01028,-0.04,0.288,0.064,,
,,,-0.01027,-0.04,0.288,0.064,,
,,,-0.01026,-0.04,0.288,0.064,,
,,,-0.01025,-0.04,0.324,0.072,,
,,,-0.01024,-0.08,0.288,0.064,,
,,,-0.01023,-0.12,0.288,0.064,,
,,,-0.01022,-0.12,0.324,0.072,,
,,,-0.01021,-0.12,0.324,0.072,,
,,,-0.0102,-0.12,0.324,0.072,,
,,,-0.01019,-0.12,0.324,0.072,,
,,,-0.01018,-0.16,0.324,0.072,,
,,,-0.01017,-0.16,0.36,0.08,,
,,,-0.01016,-0.16,0.36,0.08,,
,,,-0.01015,-0.16,0.324,0.072,,
,,,-0.01014,-0.2,0.36,0.08,,
,,,-0.01013,-0.24,0.36,0.08,,
,,,-0.01012,-0.2,0.36,0.08,,
,,,-0.01011,-0.2,0.36,0.08,,
,,,-0.0101,-0.24,0.396,0.088,,
,,,-0.01009,-0.28,0.36,0.08,,
,,,-0.01008,-0.24,0.396,0.088,,
,,,-0.01007,-0.24,0.396,0.088,,
,,,-0.01006,-0.28,0.396,0.088,,
,,,-0.01005,-0.28,0.396,0.088,,
,,,-0.01004,-0.32,0.432,0.096,,
,,,-0.01003,-0.32,0.432,0.096,,
,,,-0.01002,-0.32,0.396,0.088,,
,,,-0.01001,-0.32,0.432,0.096,,
,,,-0.01,-0.32,0.432,0.096,,
,,,-0.00999,-0.36,0.432,0.096,,
,,,-0.00998,-0.36,0.432,0.096,,
,,,-0.00997,-0.36,0.432,0.096,,
,,,-0.00996,-0.4,0.468,0.104,,
,,,-0.00995,-0.4,0.432,0.096,,
,,,-0.00994,-0.4,0.468,0.104,,
,,,-0.00993,-0.4,0.468,0.104,,
,,,-0.00992,-0.4,0.468,0.104,,
,,,-0.00991,-0.44,0.468,0.104,,
,,,-0.0099,-0.44,0.468,0.104,,
,,,-0.00989,-0.44,0.468,0.104,,
,,,-0.00988,-0.44,0.504,0.112,,
,,,-0.00987,-0.48,0.468,0.104,,
,,,-0.00986,-0.48,0.468,0.104,,
,,,-0.00985,-0.48,0.468,0.104,,
,,,-0.00984,-0.48,0.504,0.112,,
,,,-0.00983,-0.52,0.504,0.112,,
,,,-0.00982,-0.52,0.504,0.112,,
,,,-0.00981,-0.52,0.504,0.112,,
,,,-0.0098,-0.52,0.504,0.112,,
,,,-0.00979,-0.56,0.504,0.112,,
,,,-0.00978,-0.56,0.504,0.112,,
,,,-0.00977,-0.56,0.504,0.112,,
,,,-0.00976,-0.56,0.504,0.112,,
,,,-0.00975,-0.6,0.504,0.112,,
,,,-0.00974,-0.6,0.504,0.112,,
,,,-0.00973,-0.6,0.504,0.112,,
,,,-0.00972,-0.6,0.504,0.112,,
,,,-0.00971,-0.64,0.504,0.112,,
,,,-0.0097,-0.64,0.504,0.112,,
,,,-0.00969,-0.68,0.54,0.12,,
,,,-0.00968,-0.64,0.504,0.112,,
,,,-0.00967,-0.64,0.54,0.12,,
,,,-0.00966,-0.68,0.504,0.112,,
,,,-0.00965,-0.68,0.54,0.12,,
,,,-0.00964,-0.68,0.54,0.12,,
,,,-0.00963,-0.68,0.54,0.12,,
,,,-0.00962,-0.72,0.54,0.12,,
,,,-0.00961,-0.72,0.54,0.12,,
,,,-0.0096,-0.72,0.504,0.112,,
,,,-0.00959,-0.72,0.504,0.112,,
,,,-0.00958,-0.76,0.54,0.12,,
,,,-0.00957,-0.76,0.54,0.12,,
,,,-0.00956,-0.76,0.54,0.12,,
,,,-0.00955,-0.76,0.54,0.12,,
,,,-0.00954,-0.76,0.54,0.12,,
,,,-0.00953,-0.76,0.54,0.12,,
,,,-0.00952,-0.8,0.504,0.112,,
,,,-0.00951,-0.8,0.54,0.12,,
,,,-0.0095,-0.8,0.54,0.12,,
,,,-0.00949,-0.84,0.54,0.12,,
,,,-0.00948,-0.84,0.54,0.12,,
,,,-0.00947,-0.84,0.576,0.128,,
,,,-0.00946,-0.84,0.54,0.12,,
,,,-0.00945,-0.84,0.54,0.12,,
,,,-0.00944,-0.88,0.54,0.12,,
,,,-0.00943,-0.88,0.54,0.12,,
,,,-0.00942,-0.88,0.54,0.12,,
,,,-0.00941,-0.88,0.54,0.12,,
,,,-0.0094,-0.92,0.54,0.12,,
,,,-0.00939,-0.92,0.54,0.12,,
,,,-0.00938,-0.92,0.54,0.12,,
,,,-0.00937,-0.92,0.54,0.12,,
,,,-0.00936,-0.96,0.576,0.128,,
,,,-0.00935,-0.96,0.54,0.12,,
,,,-0.00934,-0.96,0.54,0.12,,
,,,-0.00933,-0.96,0.54,0.12,,
,,,-0.00932,-1,0.576,0.128,,
,,,-0.00931,-1,0.576,0.128,,
,,,-0.0093,-1,0.54,0.12,,
,,,-0.00929,-1,0.576,0.128,,
,,,-0.00928,-1,0.54,0.12,,
,,,-0.00927,-1,0.54,0.12,,
,,,-0.00926,-1.04,0.576,0.128,,
,,,-0.00925,-1,0.54,0.12,,
,,,-0.00924,-1,0.54,0.12,,
,,,-0.00923,-1.04,0.54,0.12,,
,,,-0.00922,-1.04,0.54,0.12,,
,,,-0.00921,-1.08,0.54,0.12,,
,,,-0.0092,-1.08,0.504,0.112,,
,,,-0.00919,-1.08,0.54,0.12,,
,,,-0.00918,-1.12,0.54,0.12,,
,,,-0.00917,-1.12,0.54,0.12,,
,,,-0.00916,-1.12,0.54,0.12,,
,,,-0.00915,-1.12,0.54,0.12,,
,,,-0.00914,-1.12,0.54,0.12,,
,,,-0.00913,-1.12,0.54,0.12,,
,,,-0.00912,-1.12,0.54,0.12,,
,,,-0.00911,-1.16,0.54,0.12,,
,,,-0.0091,-1.16,0.54,0.12,,
,,,-0.00909,-1.16,0.54,0.12,,
,,,-0.00908,-1.16,0.504,0.112,,
,,,-0.00907,-1.2,0.54,0.12,,
,,,-0.00906,-1.2,0.54,0.12,,
,,,-0.00905,-1.2,0.504,0.112,,
,,,-0.00904,-1.2,0.504,0.112,,
,,,-0.00903,-1.2,0.504,0.112,,
,,,-0.00902,-1.24,0.504,0.112,,
,,,-0.00901,-1.24,0.504,0.112,,
,,,-0.009,-1.24,0.504,0.112,,
,,,-0.00899,-1.28,0.54,0.12,,
,,,-0.00898,-1.24,0.504,0.112,,
,,,-0.00897,-1.24,0.504,0.112,,
,,,-0.00896,-1.28,0.468,0.104,,
,,,-0.00895,-1.28,0.504,0.112,,
,,,-0.00894,-1.32,0.504,0.112,,
,,,-0.00893,-1.28,0.504,0.112,,
,,,-0.00892,-1.32,0.504,0.112,,
,,,-0.00891,-1.32,0.504,0.112,,
,,,-0.0089,-1.32,0.504,0.112,,
,,,-0.00889,-1.32,0.504,0.112,,
,,,-0.00888,-1.36,0.504,0.112,,
,,,-0.00887,-1.32,0.504,0.112,,
,,,-0.00886,-1.36,0.468,0.104,,
,,,-0.00885,-1.36,0.468,0.104,,
,,,-0.00884,-1.36,0.468,0.104,,
,,,-0.00883,-1.36,0.468,0.104,,
,,,-0.00882,-1.36,0.468,0.104,,
,,,-0.00881,-1.36,0.468,0.104,,
,,,-0.0088,-1.36,0.468,0.104,,
,,,-0.00879,-1.4,0.468,0.104,,
,,,-0.00878,-1.4,0.468,0.104,,
,,,-0.00877,-1.4,0.432,0.096,,
,,,-0.00876,-1.4,0.432,0.096,,
,,,-0.00875,-1.4,0.432,0.096,,
,,,-0.00874,-1.4,0.468,0.104,,
,,,-0.00873,-1.4,0.432,0.096,,
,,,-0.00872,-1.44,0.432,0.096,,
,,,-0.00871,-1.44,0.432,0.096,,
,,,-0.0087,-1.44,0.396,0.088,,
,,,-0.00869,-1.44,0.396,0.088,,
,,,-0.00868,-1.48,0.396,0.088,,
,,,-0.00867,-1.48,0.396,0.088,,
,,,-0.00866,-1.48,0.396,0.088,,
,,,-0.00865,-1.48,0.396,0.088,,
,,,-0.00864,-1.48,0.396,0.088,,
,,,-0.00863,-1.48,0.396,0.088,,
,,,-0.00862,-1.48,0.396,0.088,,
,,,-0.00861,-1.48,0.396,0.088,,
,,,-0.0086,-1.48,0.396,0.088,,
,,,-0.00859,-1.48,0.36,0.08,,
,,,-0.00858,-1.52,0.36,0.08,,
,,,-0.00857,-1.48,0.36,0.08,,
,,,-0.00856,-1.48,0.324,0.072,,
,,,-0.00855,-1.48,0.36,0.08,,
,,,-0.00854,-1.52,0.36,0.08,,
,,,-0.00853,-1.52,0.324,0.072,,
,,,-0.00852,-1.52,0.324,0.072,,
,,,-0.00851,-1.48,0.36,0.08,,
,,,-0.0085,-1.52,0.324,0.072,,
,,,-0.00849,-1.52,0.324,0.072,,
,,,-0.00848,-1.56,0.288,0.064,,
,,,-0.00847,-1.52,0.288,0.064,,
,,,-0.00846,-1.56,0.288,0.064,,
,,,-0.00845,-1.56,0.288,0.064,,
,,,-0.00844,-1.56,0.288,0.064,,
,,,-0.00843,-1.56,0.288,0.064,,
,,,-0.00842,-1.56,0.288,0.064,,
,,,-0.00841,-1.6,0.288,0.064,,
,,,-0.0084,-1.6,0.288,0.064,,
,,,-0.00839,-1.56,0.252,0.056,,
,,,-0.00838,-1.6,0.252,0.056,,
,,,-0.00837,-1.6,0.252,0.056,,
,,,-0.00836,-1.56,0.252,0.056,,
,,,-0.00835,-1.6,0.216,0.048,,
,,,-0.00834,-1.6,0.216,0.048,,
,,,-0.00833,-1.6,0.252,0.056,,
,,,-0.00832,-1.6,0.216,0.048,,
,,,-0.00831,-1.6,0.216,0.048,,
,,,-0.0083,-1.6,0.216,0.048,,
,,,-0.00829,-1.6,0.18,0.04,,
,,,-0.00828,-1.6,0.216,0.048,,
,,,-0.00827,-1.6,0.216,0.048,,
,,,-0.00826,-1.6,0.18,0.04,,
,,,-0.00825,-1.6,0.144,0.032,,
,,,-0.00824,-1.6,0.18,0.04,,
,,,-0.00823,-1.64,0.144,0.032,,
,,,-0.00822,-1.6,0.144,0.032,,
,,,-0.00821,-1.64,0.144,0.032,,
,,,-0.0082,-1.64,0.144,0.032,,
,,,-0.00819,-1.64,0.144,0.032,,
,,,-0.00818,-1.64,0.144,0.032,,
,,,-0.00817,-1.64,0.108,0.024,,
,,,-0.00816,-1.64,0.144,0.032,,
,,,-0.00815,-1.64,0.108,0.024,,
,,,-0.00814,-1.64,0.108,0.024,,
,,,-0.00813,-1.68,0.072,0.016,,
,,,-0.00812,-1.64,0.072,0.016,,
,,,-0.00811,-1.64,0.072,0.016,,
,,,-0.0081,-1.64,0.072,0.016,,
,,,-0.00809,-1.64,0.036,0.008,,
,,,-0.00808,-1.68,0.036,0.008,,
,,,-0.00807,-1.68,0.036,0.008,,
,,,-0.00806,-1.64,0.036,0.008,,
,,,-0.00805,-1.68,0.036,0.008,,
,,,-0.00804,-1.68,0.036,0.008,,
,,,-0.00803,-1.68,0,0,,
,,,-0.00802,-1.68,0,0,,
,,,-0.00801,-1.68,0,0,,
,,,-0.008,-1.68,-0.036,-0.008,,
,,,-0.00799,-1.68,0,0,,
,,,-0.00798,-1.68,-0.036,-0.008,,
,,,-0.00797,-1.68,-0.036,-0.008,,
,,,-0.00796,-1.68,-0.072,-0.016,,
,,,-0.00795,-1.68,-0.036,-0.008,,
,,,-0.00794,-1.68,-0.072,-0.016,,
,,,-0.00793,-1.68,-0.072,-0.016,,
,,,-0.00792,-1.68,-0.072,-0.016,,
,,,-0.00791,-1.68,-0.072,-0.016,,
,,,-0.0079,-1.68,-0.072,-0.016,,
,,,-0.00789,-1.68,-0.108,-0.024,,
,,,-0.00788,-1.72,-0.072,-0.016,,
,,,-0.00787,-1.72,-0.108,-0.024,,
,,,-0.00786,-1.72,-0.108,-0.024,,
,,,-0.00785,-1.68,-0.108,-0.024,,
,,,-0.00784,-1.68,-0.144,-0.032,,
,,,-0.00783,-1.68,-0.144,-0.032,,
,,,-0.00782,-1.68,-0.144,-0.032,,
,,,-0.00781,-1.72,-0.18,-0.04,,
,,,-0.0078,-1.72,-0.144,-0.032,,
,,,-0.00779,-1.68,-0.18,-0.04,,
,,,-0.00778,-1.72,-0.18,-0.04,,
,,,-0.00777,-1.68,-0.18,-0.04,,
,,,-0.00776,-1.68,-0.18,-0.04,,
,,,-0.00775,-1.68,-0.216,-0.048,,
,,,-0.00774,-1.72,-0.216,-0.048,,
,,,-0.00773,-1.72,-0.216,-0.048,,
,,,-0.00772,-1.68,-0.252,-0.056,,
,,,-0.00771,-1.68,-0.252,-0.056,,
,,,-0.0077,-1.68,-0.288,-0.064,,
,,,-0.00769,-1.68,-0.252,-0.056,,
,,,-0.00768,-1.68,-0.288,-0.064,,
,,,-0.00767,-1.68,-0.288,-0.064,,
,,,-0.00766,-1.68,-0.288,-0.064,,
,,,-0.00765,-1.72,-0.288,-0.064,,
,,,-0.00764,-1.68,-0.324,-0.072,,
,,,-0.00763,-1.72,-0.324,-0.072,,
,,,-0.00762,-1.68,-0.324,-0.072,,
,,,-0.00761,-1.72,-0.324,-0.072,,
,,,-0.0076,-1.68,-0.324,-0.072,,
,,,-0.00759,-1.68,-0.36,-0.08,,
,,,-0.00758,-1.68,-0.36,-0.08,,
,,,-0.00757,-1.68,-0.36,-0.08,,
,,,-0.00756,-1.68,-0.396,-0.088,,
,,,-0.00755,-1.68,-0.396,-0.088,,
,,,-0.00754,-1.68,-0.432,-0.096,,
,,,-0.00753,-1.72,-0.432,-0.096,,
,,,-0.00752,-1.64,-0.432,-0.096,,
,,,-0.00751,-1.68,-0.432,-0.096,,
,,,-0.0075,-1.64,-0.432,-0.096,,
,,,-0.00749,-1.68,-0.432,-0.096,,
,,,-0.00748,-1.64,-0.432,-0.096,,
,,,-0.00747,-1.64,-0.468,-0.104,,
,,,-0.00746,-1.64,-0.468,-0.104,,
,,,-0.00745,-1.68,-0.468,-0.104,,
,,,-0.00744,-1.64,-0.504,-0.112,,
,,,-0.00743,-1.64,-0.504,-0.112,,
,,,-0.00742,-1.64,-0.54,-0.12,,
,,,-0.00741,-1.64,-0.504,-0.112,,
,,,-0.0074,-1.64,-0.504,-0.112,,
,,,-0.00739,-1.6,-0.54,-0.12,,
,,,-0.00738,-1.64,-0.54,-0.12,,
,,,-0.00737,-1.64,-0.576,-0.128,,
,,,-0.00736,-1.64,-0.576,-0.128,,
,,,-0.00735,-1.64,-0.612,-0.136,,
,,,-0.00734,-1.6,-0.576,-0.128,,
,,,-0.00733,-1.6,-0.612,-0.136,,
,,,-0.00732,-1.6,-0.612,-0.136,,
,,,-0.00731,-1.6,-0.612,-0.136,,
,,,-0.0073,-1.6,-0.612,-0.136,,
,,,-0.00729,-1.6,-0.612,-0.136,,
,,,-0.00728,-1.6,-0.648,-0.144,,
,,,-0.00727,-1.56,-0.648,-0.144,,
,,,-0.00726,-1.6,-0.684,-0.152,,
,,,-0.00725,-1.6,-0.684,-0.152,,
,,,-0.00724,-1.6,-0.684,-0.152,,
,,,-0.00723,-1.56,-0.684,-0.152,,
,,,-0.00722,-1.6,-0.72,-0.16,,
,,,-0.00721,-1.56,-0.756,-0.168,,
,,,-0.0072,-1.6,-0.72,-0.16,,
,,,-0.00719,-1.6,-0.72,-0.16,,
,,,-0.00718,-1.56,-0.756,-0.168,,
,,,-0.00717,-1.56,-0.756,-0.168,,
,,,-0.00716,-1.56,-0.756,-0.168,,
,,,-0.00715,-1.56,-0.792,-0.176,,
,,,-0.00714,-1.56,-0.792,-0.176,,
,,,-0.00713,-1.56,-0.792,-0.176,,
,,,-0.00712,-1.56,-0.828,-0.184,,
,,,-0.00711,-1.52,-0.828,-0.184,,
,,,-0.0071,-1.56,-0.828,-0.184,,
,,,-0.00709,-1.52,-0.828,-0.184,,
,,,-0.00708,-1.52,-0.828,-0.184,,
,,,-0.00707,-1.52,-0.828,-0.184,,
,,,-0.00706,-1.52,-0.864,-0.192,,
,,,-0.00705,-1.48,-0.864,-0.192,,
,,,-0.00704,-1.48,-0.9,-0.2,,
,,,-0.00703,-1.52,-0.9,-0.2,,
,,,-0.00702,-1.48,-0.9,-0.2,,
,,,-0.00701,-1.48,-0.9,-0.2,,
,,,-0.007,-1.48,-0.9,-0.2,,
,,,-0.00699,-1.48,-0.936,-0.208,,
